"Elements,Bubble",Quick,Counting(3),Counting(10),Radix(10)
515,0.0505774021149,0.00126180648804,0.000200796127319,0.0693441867828,0.0741322517395
520,0.0512053966522,0.00122199058533,0.000202751159668,0.0691687583923,0.0742274284363
525,0.0519354343414,0.00120754241943,0.000207996368408,0.0693732738495,0.0741400718689
530,0.0526263713837,0.001207447052,0.000205230712891,0.0697394371033,0.0740556240082
535,0.0543769359589,0.0012186050415,0.000217390060425,0.0692599773407,0.0744877338409
540,0.0549027919769,0.00119481086731,0.000205183029175,0.0696375846863,0.0743515968323
545,0.0560656070709,0.00122318267822,0.000207614898682,0.0698390007019,0.0745163440704
550,0.060270357132,0.00121865272522,0.000216627120972,0.0698560237885,0.074249792099
555,0.0589078426361,0.00125641822815,0.000212001800537,0.0697173595428,0.0745419979095
560,0.0597618103027,0.00125679969788,0.000210666656494,0.0695973873138,0.0751837253571
565,0.0600477695465,0.00129437446594,0.000216007232666,0.0695984840393,0.0742308139801
570,0.0612872600555,0.00127415657043,0.000212383270264,0.0697028160095,0.0741473674774
575,0.0624525547028,0.00130548477173,0.000219678878784,0.069591999054,0.0741010665894
580,0.0638417720795,0.00132517814636,0.000218200683594,0.0697232246399,0.0745254039764
585,0.064927148819,0.001300573349,0.000215816497803,0.0698247909546,0.0741758346558
590,0.067603969574,0.00131502151489,0.000219821929932,0.0702484130859,0.0745264530182
595,0.0657612323761,0.00129265785217,0.000222396850586,0.0697991847992,0.0740593910217
600,0.0680557727814,0.00139722824097,0.000221395492554,0.0697752475739,0.0742514133453
605,0.0690556049347,0.00137701034546,0.000222015380859,0.0697636127472,0.0740740299225
610,0.0698826313019,0.00141754150391,0.000226163864136,0.0698527812958,0.0741430282593
615,0.0713842391968,0.00137963294983,0.000231409072876,0.0701345443726,0.0747090339661
620,0.0734892368317,0.00135746002197,0.000229072570801,0.0698449611664,0.07445936203
625,0.0730865955353,0.00145258903503,0.000225734710693,0.0698618412018,0.0739809989929
630,0.0746866226196,0.0014111995697,0.000230693817139,0.0700478076935,0.0744137763977
635,0.0765595436096,0.00139799118042,0.000233173370361,0.0702302932739,0.0741513252258
640,0.0774298667908,0.00141878128052,0.000228548049927,0.069725227356,0.0740176200867
645,0.0785578250885,0.00142483711243,0.000233459472656,0.0701250553131,0.0744276046753
650,0.0795741558075,0.00147128105164,0.000236034393311,0.0698764801025,0.0741084098816
655,0.0810512542725,0.00144019126892,0.000237989425659,0.0700065612793,0.0742777824402
660,0.0826976299286,0.00147953033447,0.000239849090576,0.0700285434723,0.0742032051086
665,0.084215593338,0.00145840644836,0.000242567062378,0.0701296329498,0.0740947723389
670,0.0843042373657,0.00149540901184,0.000240278244019,0.0701595783234,0.0742186069489
675,0.0856904029846,0.00143556594849,0.000249290466309,0.0701607704163,0.0745587348938
680,0.0896984100342,0.00149440765381,0.000241804122925,0.0704580307007,0.0748299598694
685,0.088210439682,0.00147500038147,0.000254011154175,0.070014333725,0.0742819786072
690,0.090559387207,0.00156102180481,0.000244760513306,0.0704047679901,0.0744547367096
695,0.0916470527649,0.00148062705994,0.000253963470459,0.0704487800598,0.0743142604828
700,0.0941444396973,0.00152945518494,0.000247383117676,0.0700713157654,0.0743741989136
705,0.092128610611,0.00154304504395,0.000243377685547,0.0700886249542,0.0742981910706
710,0.0941586494446,0.0015106678009,0.000247192382812,0.0703726291656,0.0744986057281
715,0.0954229831696,0.00155138969421,0.000253009796143,0.0705589771271,0.0746612071991
720,0.098774766922,0.00153961181641,0.000248622894287,0.0705805778503,0.0741111755371
725,0.0987620353699,0.00158934593201,0.000255537033081,0.0702593803406,0.074354839325
730,0.0991250514984,0.00154361724854,0.000259017944336,0.070386838913,0.0741840362549
735,0.103187894821,0.00151338577271,0.000254249572754,0.0706500053406,0.074410200119
740,0.102314186096,0.00161261558533,0.000253820419312,0.0706011295319,0.0741998195648
745,0.104881811142,0.00157237052917,0.000256156921387,0.0704207420349,0.0742614746094
750,0.105392599106,0.00164699554443,0.000260257720947,0.0707104682922,0.0744898319244
755,0.107829475403,0.00155215263367,0.000255346298218,0.0707329750061,0.0743085861206
760,0.109911775589,0.00161261558533,0.000259447097778,0.070475435257,0.0741714477539
765,0.108865690231,0.00158643722534,0.000265979766846,0.0707654476166,0.0742214202881
770,0.112179803848,0.00162420272827,0.000271987915039,0.0707372188568,0.0744836330414
775,0.113946437836,0.00165920257568,0.000261974334717,0.0705391407013,0.0741059780121
780,0.115363788605,0.00171957015991,0.000263452529907,0.0705226421356,0.0744025707245
785,0.118047523499,0.00166182518005,0.00026535987854,0.0707671642303,0.0743484020233
790,0.117356586456,0.00171098709106,0.000265884399414,0.0705885410309,0.0743806362152
795,0.11807179451,0.0016366481781,0.000266599655151,0.0708979129791,0.0742444038391
800,0.121036624908,0.00171480178833,0.000274801254272,0.0708345890045,0.0743671894073
805,0.122032308578,0.00167422294617,0.00027642250061,0.0708196163177,0.074138212204
810,0.122498559952,0.00173416137695,0.000268983840942,0.0710844039917,0.0741917610168
815,0.127349376678,0.001740026474,0.000272083282471,0.0710984706879,0.0743447780609
820,0.127394008636,0.00178937911987,0.000275039672852,0.0709125518799,0.0745350837708
825,0.128491687775,0.00172724723816,0.000276947021484,0.0711030960083,0.0743251800537
830,0.128393220901,0.00168662071228,0.000284767150879,0.07083735466,0.0743305683136
835,0.13149266243,0.00168199539185,0.00027756690979,0.0710790157318,0.0741882324219
840,0.132811355591,0.00173721313477,0.00027813911438,0.0710194587708,0.0742192745209
845,0.133998775482,0.00182399749756,0.000283479690552,0.0711487770081,0.0741839885712
850,0.136571264267,0.00176596641541,0.00028076171875,0.0709713459015,0.0740811824799
855,0.140013170242,0.00175161361694,0.000284814834595,0.0710589885712,0.0744619846344
860,0.140784549713,0.0018141746521,0.000288057327271,0.0711265563965,0.0745149612427
865,0.139715623856,0.00179400444031,0.000291013717651,0.0711041927338,0.0742118358612
870,0.145703458786,0.00173597335815,0.000289630889893,0.0711227893829,0.074497795105
875,0.151088047028,0.00183601379395,0.000284624099731,0.0718057632446,0.0739830493927
880,0.147901391983,0.0018054485321,0.00028862953186,0.0712116718292,0.0742297649384
885,0.150199794769,0.00191235542297,0.000286817550659,0.0712097644806,0.0743700504303
890,0.15114865303,0.00180163383484,0.000297594070435,0.0711128234863,0.0742995738983
895,0.149353218079,0.0018301486969,0.000293636322021,0.0713285923004,0.0746445178986
900,0.150243854523,0.00192623138428,0.000292587280273,0.0715059280396,0.0746175289154
905,0.152927160263,0.00177698135376,0.000296926498413,0.0711932182312,0.0741778850555
910,0.154669761658,0.00186877250671,0.000299215316772,0.0713374614716,0.0743035793304
915,0.15712223053,0.00191268920898,0.000296926498413,0.0711236476898,0.0744535446167
920,0.157881736755,0.00186882019043,0.000298404693604,0.0716058254242,0.0742454528809
925,0.162044382095,0.00190620422363,0.000299406051636,0.0713779449463,0.0742115974426
930,0.161578178406,0.00181264877319,0.000299310684204,0.0711699962616,0.0741715908051
935,0.164596605301,0.00179667472839,0.000303792953491,0.0713524341583,0.0743637561798
940,0.17377243042,0.00196814537048,0.000310754776001,0.0716724395752,0.0739602088928
945,0.168421792984,0.00197777748108,0.000301694869995,0.0713861942291,0.0742026329041
950,0.17003660202,0.00196886062622,0.000304460525513,0.07158203125,0.074131155014
955,0.173100614548,0.00184302330017,0.000307416915894,0.0714265823364,0.0742887496948
960,0.174396514893,0.00196042060852,0.000307083129883,0.0715808391571,0.0740469455719
965,0.176261138916,0.00188617706299,0.000313186645508,0.0718435764313,0.0742809772491
970,0.176190042496,0.00190405845642,0.000309228897095,0.071398639679,0.0742978572845
975,0.178710412979,0.00195398330688,0.000312471389771,0.0716006278992,0.0743069648743
980,0.18374838829,0.00205225944519,0.000316762924194,0.0718214511871,0.0741038322449
985,0.182290172577,0.00194535255432,0.000311422348022,0.0715785980225,0.0743179798126
990,0.184082126617,0.00206217765808,0.000315093994141,0.0721257686615,0.0744772434235
995,0.186609983444,0.00192837715149,0.000317192077637,0.0715517997742,0.0743306159973
